title,console,genre,publisher,developer
Dragon Quest & Final Fantasy in Itadaki Street Special,PS2,Misc,Square Enix,Paon
Never Alone,PC,Misc,E-Line Media,Unknown
Death Rally (Remake),PC,Misc,Nordic Games,Unknown
Clustertruck,PC,Misc,TinyBuild Games,Landfall
War for the Overworld,PC,Misc,Unknown,Unknown
Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PC,Misc,Unknown,Unknown
Hatsune Miku: Project Diva 2nd,PSP,Misc,Sega,Sega
Solar 2,PC,Misc,Unknown,Murudai
God Mode,PC,Misc,Atlus,Unknown
The Bridge,PC,Misc,Unknown,Unknown
LUFTRAUSERS,PC,Misc,Vlambeer,Unknown
Mercenary Kings,PC,Misc,Tribute Games,Unknown
Blackguards,PC,Misc,Daedalic Entertainment,Unknown
Castle Story,PC,Misc,Zono Incorporated,Unknown
The Cave,PC,Misc,Sega,Unknown
BIT.TRIP BEAT,PC,Misc,Gaijin Entertainment,Gaijin Games Inc.
3-D Ultra Pinball,All,Misc,Sierra Online,Dynamix
Defense Grid 2,PC,Misc,505 Games,Unknown
The Game of Life,PS,Misc,Hasbro Interactive,Double Helix Games
Mars: War Logs,PC,Misc,Focus Home Interactive,Unknown
Infested Planet,PC,Misc,Zoo Games silver,Unknown
Contrast,PC,Misc,Focus Home Interactive,Unknown
Deus Ex: The Fall,PC,Misc,Square Enix,Unknown
Tales of Maj'Eyal,PC,Misc,DarkGod,Unknown
Distance,PC,Misc,Refract Studios,Unknown
Final Fantasy III,PC,Misc,Square Enix,Unknown
Mother Russia Bleeds,PC,Misc,Bandai Visual,Unknown
Vessel,PC,Misc,indiePub,Unknown
Anomaly 2,PC,Misc,11 bit studios,Unknown
Not a Hero,PC,Misc,Devolver Digital,Unknown
Sonic The Hedgehog 4 Episode I,PC,Misc,Sega,Unknown
Hatsune Miku: Project Diva,PSP,Misc,Sega,Sega
Mahjong World Contest,PS3,Misc,8Floor,Unknown
MechRunner,OSX,Misc,Spark Plug Games,Unknown
0 Kara no Shogi: Shogi Youchien Ayumi Kumi R,PS,Misc,Affect,Affect
0x10c,PC,Misc,Unknown,Unknown
15DicePuzzle,PC,Misc,Unknown,Unknown
1849,OSX,Misc,Unknown,Unknown
2 Fast 4 Gnomz,3DS,Misc,QubicGames,Unknown
2 Games in 1: The Incredibles + Finding Nemo,GC,Misc,THQ,Heavy Iron Studios / Traveller's Tales
3 Games in 1: SpongeBob SquarePants: SuperSponge / Rugrats: I Gotta Go Party / Tak and the Power of Juju,GBA,Misc,THQ,Climax Group / Eurocom Entertainment Software / Avalanche Software
3 Heroes Crystal Soul,DSi,Misc,CIRCLE Entertainment,Unknown
3 Ninjas Kick Back / Hook,GEN,Misc,Sega,Unknown
40-in-1 Explosive Megamix,DSi,Misc,Nordcurrent,Unknown
5 in 1 Solitaire,WW,Misc,Digital Leisure Inc.,Digital Leisure Inc.
90's Pool,3DS,Misc,Cinemax,Unknown
99 Levels to Hell,PC,Misc,Zaxis Games,Unknown
A Game of Dwarves,PS3,Misc,Unknown,Unknown
A-10 Cuba!,Mob,Misc,Activision,Unknown
Aahh! Spot the Difference,3DS,Misc,Gamelion Studios,Unknown
Aban Hawkins & the 1001 Spikes,PSV,Misc,Nicalis,Unknown
Absolute Chess,DSiW,Misc,Tasuke,Tasuke
Abyss Odyssey,PC,Misc,Atlus,Unknown
Academy: Checkers,3DS,Misc,Gamelion Studios,Unknown
Action 52,GEN,Misc,Active Enterprises,Farsight Technologies
ActRaiser,SNES,Misc,Enix,Quintet
Actua Pool,DS,Misc,Atari,Zoo Digital Publishing
Adventure Chronicles: The Search For Lost Treasure,OSX,Misc,Strategy First,Unknown
Adventure Island II,3DS,Misc,Hudson Soft,Unknown
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,DS,Misc,D3Publisher,Unknown
Aeon Command,Linux,Misc,Unknown,Unknown
After Burner II,NES,Misc,Sunsoft,Unknown
Age of Reflex,Linux,Misc,Unknown,Unknown
Age of Warring Empire,And,Misc,Silent Software Inc.,Unknown
Age of Wonders 3,OSX,Misc,Triumph Studios,Unknown
Age of Zombies,And,Misc,Halfbrick Studios,Unknown
AI Shogi,3DO,Misc,Taito,Taito Corporation
Ai Shogi 2,PS,Misc,GameBank,ASCII Entertainment
Airships,PC,Misc,"VOOZ CO.,LTD",Unknown
Akane the Kunoichi,PC,Misc,Haruneko,Unknown
Akaneiro: Demon Hunters,PC,Misc,Spicy Horse,Unknown
Akko de Pon! Ikasama Hourouki,DS,Misc,Success,Success
Alien Rage,PS3,Misc,Unknown,Unknown
Alien Spidy,PC,Misc,Kalypso Media,Unknown
All Zombies Must Die!,PC,Misc,Doublesix,Unknown
Always Remember Me,PC,Misc,Winter Wolves Game Studio,Unknown
American Mensa Academy,And,Misc,Square Enix,Unknown
Amnesia Twin Pack,PSP,Misc,Idea Factory,Unknown
Angry Birds Epic,And,Misc,Rovio Mobile,Unknown
Angry FireBalls,And,Misc,Big Fish Games,Unknown
Angry Kittens Attack,PC,Misc,SlinDev,Unknown
Anomaly Korea,Linux,Misc,11 bit studios,Unknown
Anomaly: Warzone Earth,OSX,Misc,11 bit studios,Unknown
Anonymous Notes Chapter 3: From The Abyss,3DS,Misc,Unknown,Unknown
Antique Road Trip 2: Homecoming,OSX,Misc,Big Fish Games,Unknown
Antique Road Trip: USA,And,Misc,Big Fish Games,Unknown
Arcade Classics,GEN,Misc,Sega,Al Baker and Associates
Arcade Essentials,PSN,Misc,Nordcurrent,Nordcurrent
Arcania: Fall of Setarrif,PC,Misc,Nordic Games,Unknown
Armored Hunter Gunhound EX,PC,Misc,G.rev Ltd.,Unknown
Armored Warfare,PC,Misc,MY.COM,Unknown
Art Camion Sugorokuden,PS,Misc,Affect,Affect
Ascend: Hand of Kul,PC,Misc,Signal Studios,Unknown
Ascendant,Linux,Misc,Unknown,Unknown
Asphalt 7: Heat,And,Misc,Gameloft,Unknown
Assassin's Creed Double Pack,PS3,Misc,Ubisoft,Unknown
Assassin's Creed Freedom Cry,PC,Misc,Ubisoft,Unknown
Assault Android Cactus,WiiU,Misc,Witch Beam Games,Unknown
Astro Tripper,PC,Misc,PomPom Games,Unknown
Atari Anniversary Edition,DC,Misc,Atari,Digital Eclipse
Atrevete a Soñar,And,Misc,Spicy Horse,Unknown
Attractio,PCFX,Misc,Unknown,Unknown
Auf Wiedersehen Monty: ZX Spectrum,MSX,Misc,Gremlin Graphics,Unknown
Austin Powers Pinball,PS,Misc,Gotham Games,Wildfire Studios
Ava and Avior Save the Earth,And,Misc,Unknown,Unknown
Avengers Alliance,BRW,Misc,Marvel Entertainment,Unknown
Awesomenauts,PC,Misc,Ronimo Games,Unknown
Aztez,PS4,Misc,Team Colorblind,Unknown
BABEL Rising,X360,Misc,Ubisoft,Unknown
Back To Life 2,OSX,Misc,Strategy First,Unknown
Backgammon,PS,Misc,Phoenix Games,Altron
Backgammon Blitz,PSV,Misc,VooFoo Studios,Unknown
Bad Day,OSX,Misc,Unknown,Unknown
Balloon Pop Plus,PC,Misc,flaregames,Unknown
Ballpoint Universe: Infinite,WiiU,Misc,Arachnid Games,Unknown
Bardbarian,And,Misc,Bulkypix,Unknown
Bass Masters Classic,Mob,Misc,THQ,Unknown
Bass Masters Classic: Pro Edition,NES,Misc,Konami Digital Entertainment,Unknown
Bass Masters Classic: Tournament Edition,Mob,Misc,THQ,Unknown
Battle Pinball,3DO,Misc,Nippon Data Works,Nippon Data Works
Battle Poker,WW,Misc,Left Field Productions,Left Field Productions
Battle Rage: Reflex,Wii,Misc,Big Ben Interactive,Unknown
Battlefied 2,Linux,Misc,Unknown,Unknown
Bean's Quest,And,Misc,Kumobius,Unknown
BeatBlasters III,Linux,Misc,Unknown,Unknown
Beer Caps Tap,PC,Misc,Unknown,Unknown
Bejeweled 2,X360,Misc,Oberon Media,Unknown
Bellator: MMA Onslaught,PS3,Misc,Cloud Imperium Games Corporation,Unknown
Bientot l'ete,OSX,Misc,Tale of Tales,Unknown
BigHead Bash,OSX,Misc,Spicy Horse,Unknown
Bionic Heart,And,Misc,Winter Wolves Game Studio,Unknown
Bishi Bashi Special,PS,Misc,Konami,KCE Sapporo
Bishoujo Janshi Suchie-Pai,SNES,Misc,Jaleco,Jaleco Entertainment
Black Rainbow,PC,Misc,Unknown,Unknown
Blackjack,NES,Misc,American Video Entertainment,Odyssey Software Inc.
Blacklight: Retribution,PS4,Misc,Perfect World Entertainment,Unknown
Blade & Soul,PC,Misc,NCSoft,Unknown
Blockscape,OSX,Misc,Sega Falcom,Unknown
Blood Knights,PS3,Misc,Unknown,Unknown
Bloom,PC,Misc,Studio Fawn,Unknown
Blue Estate,PC,Misc,Focus Home Interactive,Unknown
Blue Toad Murder Files: The Mysteries of Little Riddle - Episode One,PC,Misc,Relentless Software,Unknown
Bomberman Land 2,GC,Misc,Hudson Soft,Racjin
Bombshell,PC,Misc,Interceptor Entertainment,Unknown
Bookstore Dream,DSi,Misc,CIRCLE Entertainment,Unknown
Boot Hill Heroes,PC,Misc,Unknown,Unknown
Boulder Dash: 30th Anniversary Edition,OSX,Misc,First Star Software,Unknown
Box Pusher,DSi,Misc,Cosmigo,Unknown
Bratz: Fashion Boutique,DS,Misc,Unknown,Unknown
Bravada,PC,Misc,Unknown,Unknown
BreakQuest: Extra Evolution,PSV,Misc,Beatshapers,Unknown
Brick-Force,PC,Misc,Monolith,Unknown
Bridge Constructor Playground,And,Misc,Headup Games,Unknown
Bubble Safari,And,Misc,Zynga,Unknown
Bubble Witch Saga,And,Misc,King.com,Unknown
Bulu Monster,And,Misc,Sigma Game Limited,Unknown
Burden,OSX,Misc,Silver Style,Unknown
Burnout Anthology,Arc,Misc,Williams,Unknown
Buzz! Junior: Dino Den,PS2,Misc,Sony Computer Entertainment,Cohort Studios
Buzz! Junior: Monster Rumble,PS2,Misc,Sony Computer Entertainment,Cohort Studios
Cabela's Big Game Hunter 2006: Trophy Season,PC,Misc,Activision Value,Unknown
Caesars Palace,GB,Misc,Arcadia Systems,Arcadia Systems
Caesars Slots,BRW,Misc,Playtika LTD,Unknown
Cafeland,OSX,Misc,Teyon,Unknown
Cake Ninja,DSi,Misc,Cypronia,Unknown
Calvin Tucker's Redneck: Farm Animals Racing Tournament,Wii,Misc,Unknown,Unknown
CANDLE,WiiU,Misc,Teku Studios,Unknown
Candle Route,DSi,Misc,Teyon Entertainment,Unknown
Cannons Lasers Rockets,PC,Misc,Unknown,Unknown
Capcom Classics Collection Volume 2,XB,Misc,Capcom,Digital Eclipse
Capcom Generation 3: Dai 3 Shuu Koko ni Rekishi Hajimaru,SAT,Misc,Capcom,Capcom
CAPSULE,OSX,Misc,Unknown,Unknown
Carmageddon: Reincarnation,PC,Misc,Stainless Games,Unknown
Casino,2600,Misc,Atari,Atari
Castle Conqueror Against,3DS,Misc,CIRCLE Entertainment,Unknown
CastleVille,BRW,Misc,Zynga,Unknown
Cat Fight,3DS,Misc,Little Orbit,Unknown
Cats Toss,OSX,Misc,WaveDNA,Unknown
Caveman Rock,PC,Misc,CyberPlanet Interactive,Unknown
Cavesweeper,WinP,Misc,Quikding,Unknown
Chaos Rings,WinP,Misc,Square Enix,Unknown
Chasm,PS4,Misc,Discord Games,Unknown
Chess Challenge!,WW,Misc,Digital Leisure Inc.,Digital Leisure Inc.
Chess Crusade,DS,Misc,DSI Games,Slam Games
Choice of the Rock Star,PC,Misc,Choice of Games,Unknown
Chomp!,PC,Misc,Unknown,Unknown
Christmas Wonderland,DSi,Misc,Virtual Playground,Unknown
Chronoblade,Ouya,Misc,nWay,Unknown
Chuck E. Cheese's Alien Defense Force,DSi,Misc,UFO Interactive,Unknown
Chuck's Challenge 3D,PC,Misc,Unknown,Unknown
Chuukana Janshi Tenhoo Painyan Remix,DS,Misc,CyberFront,Jaleco Entertainment
Citizens of Earth,3DS,Misc,Atlus,Unknown
City Destruction : Bomb IT,OSX,Misc,Devolver Digital,Unknown
CLANG,PC,Misc,Capcom Entertainment,Unknown
Class of Heroes II,PS3,Misc,Acquire,Unknown
Cloud Raiders,PC,Misc,"Game Insight, LLC",Unknown
Cloudberry Kingdom,WiiU,Misc,Ubisoft,Unknown
Cloudbuilt,PC,Misc,Rising Star Games,Unknown
Coconut Fall,And,Misc,G5 Entertainment,Unknown
Coffee Rush,PC,Misc,Unknown,Unknown
Cognition: An Erica Reed Thriller,OSX,Misc,Phoenix Online Studios,Unknown
CoinRPG,PC,Misc,Independent Arts Software GmbH,Unknown
Color Commando,DSi,Misc,CIRCLE Entertainment,Unknown
Color Zen,WiiU,Misc,Cypronia,Unknown
Combat Mission: Red Thunder,PC,Misc,Battlefront.com,Unknown
Come On! Dragons,DSi,Misc,CIRCLE Entertainment,Unknown
Command & Conquer: Covert Operations,SAT,Misc,Westwood Studios,Unknown
Constant C,X360,Misc,"International Games System Co., Ltd",Unknown
continue?9876543210,Linux,Misc,Humansoft,Unknown
Costume Quest 2,PC,Misc,Double Fine Productions,Unknown
Counter-Strike: Condition Zero,OSX,Misc,Valve Corporation,Unknown
Counter-Strike: Source,OSX,Misc,Valve Corporation,Unknown
Crazy Chicken Pirates 3D,DSi,Misc,Teyon Entertainment,Unknown
Crazy Hunter,DSi,Misc,EnjoyUp Games,Unknown
Crazy Market,And,Misc,Game Atelier,Unknown
Crimsonland,PS4,Misc,10tons Ltd,Unknown
Crusader Kings,OSX,Misc,Paradox Interactive,Unknown
Crusader Kings II,OSX,Misc,Paradox Interactive,Unknown
Cryamore,X360,Misc,Unknown,Unknown
Crystal Caverns of Amon-Ra,DSi,Misc,SelectSoft,Unknown
CSR Racing,And,Misc,NaturalMotion,Unknown
Cult County,PC,Misc,Renegade Kid,Unknown
Curling Super Championship,3DS,Misc,Cypronia,Unknown
Cute Knight Kingdom,PC,Misc,Fabio Ricci,Unknown
Cute Witch! runner,DSi,Misc,EnjoyUp Games,Unknown
Cybernator,PS2,Misc,NCS,Unknown
Dance Magic,X360,Misc,Unknown,Maximum Family Games
Dance: UK,PS2,Misc,Big Ben Interactive,Broadsword Interactive
Dance: UK eXtra Trax,PS,Misc,Big Ben Interactive,Broadsword Interactive
Dark (2013),X360,Misc,Kalypso Media,Unknown
Dark Legends,PC,Misc,Unknown,Unknown
Dark Scavenger,PC,Misc,Unknown,Unknown
Dark Woods: Curse of Eve,PC,Misc,Anansi Studios,Unknown
Date Warp,OSX,Misc,Fabio Ricci,Unknown
Daylight,PS4,Misc,Atlus,Unknown
Dead Nation,PSV,Misc,Sony Computer Entertainment,Unknown
Deadfall,X360,Misc,Unknown,Unknown
Death Rally,MSD,Misc,"Apogee Software, Ltd.",Unknown
Decathlon,C64,Misc,Activision,Unknown
Decathlon 2012,3DS,Misc,Cinemax,Unknown
Deep Sea Creatures,DSi,Misc,Collavier Corporation,Unknown
Defense Of Yano,PSP,Misc,System Soft,Unknown
Defense Technica,X360,Misc,CyberFront,Unknown
Depression Quest,Linux,Misc,The Quinnspiracy,The Quinnspiracy
Depths of Betrayal,And,Misc,Big Fish Games,Unknown
Desert Speedtrap Starring Road Runner and Wile E. Coyote,GG,Misc,Sega,Unknown
Devil Band - Rock the Underworld,DSi,Misc,CIRCLE Entertainment,Unknown
Dezaemon Kids!,PS,Misc,Athena,Athena
Diamond Dash,BRW,Misc,wooga,Unknown
Die Hard 2: Die Harder,Amig,Misc,Grandslam,Unknown
Diner Dash: Flo on the Go®,3DS,Misc,EnjoyUp Games,Unknown
DiRT 3: Complete Edition,PS3,Misc,Unknown,Unknown
DiRT 3: X Games Asia Track Pack,PC,Misc,Unknown,Unknown
Disney City Girl,BRW,Misc,"Playdom, Inc.",Unknown
DiveBomb Chomp,And,Misc,Unknown,Unknown
Dogfight 1942,X360,Misc,City Interactive,Unknown
Dominions 3: The Awakening,OSX,Misc,Unknown,Unknown
Donguri Adventure,DS,Misc,Activision,Unknown
Donkey Kong Jr. Math,NES,Misc,Nintendo,Nintendo
Doodle Attack,OSX,Misc,Double Fine Productions,Unknown
Doom & Destiny,And,Misc,HeartBit Interactive,Unknown
Doomdark's Revenge,ZXS,Misc,Beyond Software,Unknown
Double Bloob,DSi,Misc,Bloober Team,Unknown
Double Dragon: Neon,PS3,Misc,Unknown,Unknown
Double Fine Adventure (Working Title),And,Misc,Double Fine Productions,Unknown
DoubleDown Casino - Slots & Video Poker,BRW,Misc,Double Down Interactive,Unknown
Downtown Texas Hold'em,DSiW,Misc,Electronic Arts,Electronic Arts
Dracula 2: The Last Sanctuary,PS,Misc,DreamCatcher Interactive,Unknown
Dragon Fantasy Book I,PSV,Misc,The Muteki Corporation,Unknown
Dragon Fantasy Book II,PSV,Misc,The Muteki Corporation,Unknown
Dragon Realms,And,Misc,GREE,Unknown
Dragons & Titans,OSX,Misc,"Thunderstorm Entertainment Inc.,",Unknown
Draw Something,iOS,Misc,Unknown,Unknown
Drox Operative,PC,Misc,Soldak Entertainment,Unknown
DUBWARS,And,Misc,Mura Interactive,Unknown
Dungeon of the Endless,PC,Misc,OnLine Studio Productions LLC,Unknown
Dungeonland,PC,Misc,Paradox Interactive,Unknown
Dungeons & Dragons: Shadow over Mystara,WiiU,Misc,Capcom,Unknown
Dungeons & Dragons: Tower of Doom,X360,Misc,Capcom,Unknown
Durango,Linux,Misc,Nexon,Unknown
EA Sports Live Score Tracker,PSN,Misc,Unknown,Electronic Arts
Einherjar: The Viking's Blood,PC,Misc,CIRCLE Entertainment,Unknown
Eisei Meijin VI,GC,Misc,Konami,Konami
El Chavo,Wii,Misc,Slang,Unknown
El Chavo Kart,PSV,Misc,Slang,Unknown
Elite,MSX,Misc,Firebird,Unknown
Enchanted Cavern,PC,Misc,Alawar Entertainment,Unknown
End of Serenity,And,Misc,Kemco,Unknown
Endless Space,OSX,Misc,Iceberg Interactive,Unknown
EndWar Online,PCFX,Misc,Ubisoft Shanghai,Unknown
Escape The Ape,PC,Misc,Big Fish Games,Unknown
Escape the Virus: Shoot'Em Up!,DSi,Misc,Teyon Entertainment,Unknown
Escape the Virus: Swarm Survival,DSi,Misc,Teyon Entertainment,Unknown
Europa Universalis IV,OSX,Misc,Paradox Interactive,Unknown
Evofish,WiiU,Misc,Bulkypix,Unknown
Explosive Dinosaurs,PC,Misc,Unknown,Unknown
Extreme Road Trip 2,And,Misc,Roofdog Games,Unknown
F-Zero: Maximum Velocity,WiiU,Misc,Nintendo,Unknown
Fallout 3 & Oblivion Double Pack,PC,Misc,Bethesda Softworks,Unknown
Fame Academy,PC,Misc,Ubisoft,Monte Cristo Multimedia
Family Feud,PS2,Misc,Global Star Software,Ingram Entertainment
Family Games: Pen & Paper Edition!,WW,Misc,Icon Games,Icon Games
Family Table Tennis,3DS,Misc,Aksys Games,Unknown
Fantastic Pinball Kyutenkai,PS,Misc,TechnoSoft,"TechnoSoft Co., Ltd."
Fantasy Hero: Unsigned Legacy,PSV,Misc,Arc System Works,Unknown
Fantasy Slots: Adventure Slots and Games,WW,Misc,Big John Games,Big John Games
Far Cry 3: Blood Dragon,PS3,Misc,Ubisoft,Unknown
Farm Frenzy 4,OSX,Misc,Big Fish Games,Unknown
Farm Heroes Saga,BRW,Misc,King.com,Unknown
Farming World,OSX,Misc,Unknown,Unknown
Fatty Bear's Birthday Surprise,3DO,Misc,3DO,Humongous Entertainment
Fenix Rage,PS4,Misc,Unknown,Unknown
Fez,PS4,Misc,Polytron,Unknown
Final Fantasy Tactics,And,Misc,Square Enix,Unknown
Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,3DS,Misc,Nintendo,Intelligent Systems
Fist Puncher,PC,Misc,Adult Swim,Unknown
Fistful of Frags,Linux,Misc,Unknown,Unknown
Flashback (2013),PS3,Misc,Ubisoft,Unknown
Flight Control,And,Misc,Namco Bandai Games,Unknown
Flip,PC,Misc,Unknown,Unknown
Flip the Core,3DS,Misc,Engine Software,Unknown
Flipper 2,DSi,Misc,Engine Software,Unknown
Floating Cloud God Saves the Pilgrims,PSP,Misc,Unknown,Unknown
Flower Shop: Summer In Fairbrook,OSX,Misc,Winter Wolves Studio,Unknown
Flyhunter Origins,PC,Misc,Triniti Interactive,Unknown
Food Battle: The Game,PC,Misc,Smosh LLC,Unknown
Forsaken Fortress,OSX,Misc,Photon Productions,Unknown
Four In A Line Pro,PC,Misc,Unknown,Unknown
Fractured Soul,PC,Misc,Endgame Studios,Unknown
Freaking Meatbags,OSX,Misc,Unknown,Unknown
Freddi Fish and Luther's Maze Madness,PC,Misc,Humongous Entertainment.,Unknown
Frederic: Evil Strikes Back,PC,Misc,Forever Entertainment S.A.,Unknown
Freecell+,Wii,Misc,D4 Enterprise,Unknown
Freedom Fall,And,Misc,Unknown,Unknown
Frontier: First Encounters,MSD,Misc,GameTek,Unknown
Frozen Synapse,PSV,Misc,Mode 7,Unknown
Frozen Synapse: Tactics,PS3,Misc,Double Eleven,Unknown
Fruits Slide Puzzle,PC,Misc,South East Games,Unknown
Frustration,OSX,Misc,Gunho Online Entertainment,Unknown
FTL: Faster Than Light,OSX,Misc,Unknown,Unknown
Funky Smugglers,OSX,Misc,11 bit studios,Unknown
Fushigi no Kuni no Alice,GBA,Misc,Global A Entertainment,Global A Entertainment
Fushigi no Kuni no Angelique,GBA,Misc,KOEI,Koei
Future Combat - Patriots at War,PS3,Misc,Namco Bandai Games,Unknown
Gaia's Moon,3DS,Misc,Enjoy Gaming ltd.,Unknown
Galaxy Saver,DSi,Misc,G-Style,Unknown
Game Dev Tycoon,OSX,Misc,Greenheart Games,Unknown
Game no Tatsujin,3DO,Misc,Sunsoft,SunSoft
Game Room,XBL,Misc,Microsoft,Krome Studios
GameBoy Wars Advance 1+2,WiiU,Misc,Nintendo,Unknown
Germinator,PSV,Misc,Creat Studios,Unknown
Get Even,PC,Misc,Unknown,Unknown
Ghost Song: A Journey of Hope,Linux,Misc,Matt White,Unknown
Ghosts 'n Goblins,GBA,Misc,Capcom,Unknown
Ginsei Shogi: Fuuun Ryuuko Raiden,PSV,Misc,Unknown,Silver Star
Glory of Generals,And,Misc,EASY Inc.,Unknown
Glyder,DSi,Misc,Unknown,Unknown
Godus,OSX,Misc,22Cans,Unknown
Gold Jumper,And,Misc,Gogii Games,Unknown
Golden Sun,WiiU,Misc,Nintendo,Unknown
Golf,GBA,Misc,Nintendo,Unknown
Goooooal Europa 2012,3DS,Misc,Cinemax,Unknown
Gotatsujin: Electro,PS,Misc,ASK,ASK Corporation
Governor of Poker,And,Misc,Youda Games,Unknown
Grinsia,And,Misc,Nicalis,Unknown
Guardian Knight,PS4,Misc,Defiant Development,Unknown
H-Hour: World's Elite,PS4,Misc,Infogrammes Studios,Unknown
Half-Life 2: Episode One,OSX,Misc,Valve Corporation,Unknown
Half-Life 2: Episode Two,OSX,Misc,Valve Corporation,Unknown
Hang On & Safari Hunt,MS,Misc,Sega,Sega
Hardwood Backgammon,XBL,Misc,Silver Creek Entertainment,Silver Creek Entertainment
"Heart Forth, Alicia",Linux,Misc,Unknown,Unknown
Hearthstone: Heroes of Warcraft,OSX,Misc,Blizzard Entertainment,Unknown
Heldric - The legend of the shoemaker,PC,Misc,Unknown,Unknown
Hellraid,PS3,Misc,Techland,Unknown
Hero Project,DSi,Misc,Agetec,Unknown
Hero Siege,PC,Misc,Panic Art Studios,Unknown
Hero-U: Rogue to Redemption,PC,Misc,Transolar Games,Unknown
HEX,OSX,Misc,Cryptozoic Entertainment,Unknown
Hex Heroes,OSX,Misc,Unknown,Unknown
Himawari no Kyoukai to Nagai Natsuyasumi: Extra Vacation,PSP,Misc,Kero Makura,Unknown
Hollow Dissent,OSX,Misc,Unknown,Unknown
Home - a Unique Horror Adventure,PS4,Misc,Benjamin Rivers Inc.,Unknown
Hooked on Bass Fishing,DSi,Misc,Gamebridge,Unknown
Hot Wheels World's Best Driver,WiiU,Misc,Warner Bros. Interactive Entertainment,Unknown
Hotline Miami 2: Wrong Number,OSX,Misc,Devolver Digital,Unknown
Hover : Revolt of Gamers,Linux,Misc,Unknown,Unknown
Human Element,PS4,Misc,Unknown,Unknown
Hyper 3-D Pinball,SAT,Misc,Virgin Interactive,NMS Software
Ide Yosuke Meijin no Shinmi Sen Mahjong,3DO,Misc,Capcom,Capcom
Idol Janshi Suchie-Pai Special,3DO,Misc,Jaleco,Jaleco Entertainment
Impossamole,ZXS,Misc,Gremlin Graphics,Unknown
In Verbis Virtus,And,Misc,Choice of Games,Unknown
Inescapable,OSX,Misc,Unknown,Unknown
Insurgency,PC,Misc,NEW WORLD,Unknown
Invasion of the Alien Blobs!,DSi,Misc,G-Style,Unknown
Irem Arcade Classics,PS,Misc,I'Max,Irem Software Engineering
Ironclad Tactics,PS4,Misc,Zachtronics Industries,Unknown
Ironpants,And,Misc,Eduardas Klenauskis,Unknown
Ittle Dew,And,Misc,Ludosity AB,Unknown
